TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
20241009240887,85,4,33,6,0,2,-1,60,0,0,0
20241009240887,85,4,34,6,0,3,-1,60,0,0,0
20241009240915,60,3,24,-1,1,3,3,0,0,0,-1
20241009240982,85,4,47,3,0,5,-1,60,0,0,0
20241009241022,80,3,24,-1,1,2,2,0,0,0,-1
20241009241076,80,4,39,8,0,3,-1,60,0,0,0
20241009241076,85,3,34,-1,0,4,-1,60,0,0,-1
20241009241084,72,2,33,-1,0,4,-1,0,0,0,-1
20241009241105,77,1,33,-1,0,3,-1,0,0,0,-1
20241009241116,56,3,33,-1,0,6,-1,0,0,0,-1
20241009241140,85,2,34,-1,0,3,-1,60,0,0,-1
20241009241175,85,4,20,34,1,2,2,0,0,0,0
20241009241238,76,3,33,-1,0,6,-1,0,0,0,-1
20241009241241,77,3,33,-1,0,2,-1,0,0,0,-1
20241009241241,85,4,34,3,0,3,-1,60,0,0,0
20241009241250,73,1,24,-1,1,2,2,0,0,0,-1
20241009241273,74,4,40,5,0,6,-1,0,0,0,0
20241009241332,78,1,56,-1,0,5,-1,0,0,0,-1
20241009241351,85,4,43,2,0,3,-1,60,0,0,0
20241009241352,85,1,34,-1,0,3,-1,60,0,0,-1
20241009241377,78,3,49,-1,0,7,-1,0,0,0,-1
20241009241401,71,4,20,7,1,2,2,0,0,0,0
20241009241446,85,3,33,-1,0,2,-1,60,0,0,-1
20241009241475,55,1,43,-1,0,2,-1,0,0,0,-1
20241009241475,85,1,56,-1,0,3,-1,61,0,0,-1
20241009241528,85,4,33,2,0,3,-1,60,0,0,0
20241009241528,85,4,34,2,0,4,-1,0,0,0,0
20241009241561,80,2,20,-1,1,2,2,0,0,0,-1
20241009241628,80,4,33,2,0,3,-1,60,0,0,0
20241009241628,85,4,34,2,0,4,-1,0,0,0,0
20241009241628,85,4,39,5,0,5,-1,60,0,0,0
20241009241635,79,2,33,-1,0,4,-1,0,0,0,-1
20241009241635,80,2,34,-1,0,5,-1,60,0,0,-1
20241009241712,75,1,38,-1,0,3,-1,0,0,0,-1
20241009241736,77,4,49,3,0,3,-1,0,0,0,0
20241009241744,85,4,34,2,0,2,-1,60,0,0,0
20241009241744,85,4,33,2,0,3,-1,60,0,0,0
20241009241800,80,4,39,3,0,3,-1,60,0,0,0
20241009241806,80,1,43,-1,0,4,-1,60,0,0,-1
20241009241842,80,4,41,3,0,4,-1,60,0,0,0
20241009241842,76,4,34,3,0,5,-1,0,0,0,0
20241009241843,79,2,33,-1,0,5,-1,0,0,0,-1
20241009241843,79,3,34,-1,0,6,-1,0,0,0,-1
20241009241866,80,4,49,7,0,8,-1,60,0,0,0
20241009241866,76,4,24,8,1,5,5,0,0,0,0
20241009241990,70,4,20,3,1,2,2,0,0,0,0
20241009242053,85,1,43,-1,0,4,-1,60,0,0,-1
20241009242099,80,3,33,-1,0,3,-1,60,0,0,-1
20241009242099,85,4,39,4,0,4,-1,60,0,0,0
20241009242102,78,3,41,-1,0,5,-1,0,0,0,-1
20241009242103,80,1,33,-1,0,3,-1,60,0,0,-1
20241009242103,85,1,34,-1,0,4,-1,0,0,0,-1
20241009242114,85,4,38,3,0,2,-1,60,0,0,0
20241009242132,80,4,33,7,0,3,-1,60,0,0,0
20241009242161,76,2,33,-1,0,6,-1,0,0,0,-1
20241009242161,76,2,34,-1,0,7,-1,0,0,0,-1
20241009242178,85,2,43,-1,0,2,-1,60,0,0,-1
20241009242189,77,1,33,-1,0,2,-1,0,0,0,-1
20241009242216,80,4,38,3,0,2,-1,60,0,0,0
20241009242220,74,4,41,2,0,4,-1,0,0,0,0
20241009242220,73,4,24,5,1,2,2,0,0,0,0
20241009242312,80,4,39,2,0,3,-1,60,0,0,0
20241009242334,68,4,37,2,0,3,-1,0,0,0,0
20241009242354,85,4,20,10,1,2,2,0,0,0,0
20241010240647,76,2,33,-1,0,4,-1,0,0,0,-1
20241010240647,75,2,34,-1,0,5,-1,0,0,0,-1
20241010240813,80,4,20,3,1,2,2,0,0,0,0
20241010240864,85,2,34,-1,0,3,-1,0,0,0,-1
20241010240907,80,4,49,3,0,2,-1,60,0,0,0
20241010240951,85,4,26,5,1,3,3,0,0,0,0
20241010240987,80,4,24,6,1,2,2,0,0,0,0
20241010241133,78,4,47,5,0,2,-1,0,0,0,0
20241010241654,85,2,39,-1,0,3,-1,60,0,0,-1
20241010241863,39,4,49,39,0,3,-1,0,0,0,0
20241108241947,71,4,26,3,1,4,4,0,0,0,0
20241109240087,75,4,44,3,0,2,-1,0,42,0,42
20241109240087,85,4,44,5,0,3,-1,60,0,0,0
20241109240087,80,4,44,2,0,4,-1,60,0,0,0
20241109240087,79,1,44,-1,0,5,-1,0,0,0,-1
20241109240114,85,1,41,-1,0,3,-1,0,0,0,-1
20241109240234,85,2,26,-1,1,2,2,0,0,0,-1
20241109240544,85,4,24,15,1,2,2,0,0,0,0
20241109240797,71,1,33,-1,0,2,-1,0,0,0,-1
20241109240863,85,2,33,-1,0,3,-1,60,0,0,-1
20241109241244,85,4,24,10,1,2,2,0,0,0,0
20241109241464,68,1,43,-1,0,2,-1,0,0,0,-1
20241109242035,74,4,20,2,1,2,2,0,0,0,0
20241109242151,85,4,33,10,0,3,-1,60,0,0,0
20241109242151,79,1,43,-1,0,4,-1,0,0,0,-1
20241109242184,18,3,49,-1,0,3,-1,0,0,0,-1
20241109242243,79,4,34,2,0,4,-1,0,0,0,0
20241109242285,85,1,42,-1,0,3,-1,60,0,0,-1
20241109242339,80,4,34,15,0,3,-1,60,0,0,0
20241110240038,67,4,24,3,1,4,4,0,0,0,0
20241110240547,85,3,47,-1,0,6,-1,60,0,0,-1
20241110240581,76,4,34,5,0,2,-1,0,0,0,0
20241110240619,85,4,33,3,0,2,-1,60,0,0,42
20241110240619,85,4,34,3,0,3,-1,60,0,0,42
20241110240626,79,3,43,-1,0,2,-1,0,0,0,-1
20241110240640,75,1,34,-1,0,4,-1,0,0,0,-1
20241110240671,36,4,37,3,0,4,-1,0,42,0,42
20241110240711,80,4,34,3,0,4,-1,60,0,0,0
20241110240750,76,4,43,2,0,2,-1,0,0,0,0
20241110240859,74,4,41,7,0,3,-1,0,0,0,0
20241110240859,74,4,33,20,0,4,-1,0,0,0,0
20241110240865,85,4,34,2,0,2,-1,60,0,0,0
20241110240873,80,4,33,15,0,2,-1,0,0,0,0
20241110240885,59,4,44,2,0,3,-1,42,0,0,0
20241110240908,74,4,44,8,0,3,-1,0,0,0,0
20241110240912,54,1,33,-1,0,3,-1,0,0,0,-1
20241110240945,74,4,49,3,0,2,-1,0,0,0,0
20241110240979,71,4,33,5,0,2,-1,0,0,0,0
20241110241015,65,4,49,10,0,4,-1,0,0,0,0
20241110241021,80,4,33,5,0,4,-1,60,0,0,0
20241110241037,85,4,20,5,1,2,2,0,0,0,0
20241110241054,65,1,33,-1,0,4,-1,0,0,0,-1
20241110241065,80,4,44,2,0,3,-1,60,0,0,0
20241110241083,80,4,34,8,0,3,-1,60,0,0,0
20241110241090,80,4,49,6,0,3,-1,60,0,0,0
20241110241102,65,4,20,15,1,2,2,0,0,0,0
20241110241155,69,1,49,-1,0,3,-1,0,0,0,-1
20241110241171,76,4,33,2,0,3,-1,0,0,0,0
20241110241171,78,2,34,-1,0,4,-1,0,0,0,-1
20241110241240,74,4,35,3,0,2,-1,0,0,0,0
20241110241364,85,4,44,2,0,2,-1,61,0,0,0
20241110241364,69,4,44,3,0,3,-1,42,0,0,0
20241110241364,85,4,44,3,0,4,-1,60,0,0,0
20241110241364,65,3,44,-1,0,5,-1,42,0,0,-1
20241110241386,61,3,24,-1,1,2,2,0,0,0,-1
20241110241386,64,3,24,-1,1,3,3,0,0,0,-1
20241110241387,85,4,33,2,0,3,-1,60,0,0,0
20241110241387,67,4,37,3,0,4,-1,0,0,0,0
20241110241400,62,1,24,-1,1,2,2,0,0,0,-1
20241110241441,85,1,47,-1,0,5,-1,60,0,0,-1
20241110241491,78,4,33,5,0,2,-1,0,0,0,0
20241110241559,74,2,43,-1,0,3,-1,0,0,0,-1
20241110241623,80,2,49,-1,0,3,-1,60,0,0,-1
20241110241641,85,4,39,3,0,3,-1,60,0,0,0
20241110241665,85,4,33,2,0,3,-1,60,0,0,0
20241110241679,79,4,34,5,0,4,-1,0,0,0,0
20241110241699,70,4,24,3,1,2,2,0,0,0,0
20241110241728,80,1,49,-1,0,2,-1,0,0,0,-1
20241110241728,50,4,49,4,0,3,-1,0,0,0,0
20241110241756,67,1,33,-1,0,7,-1,0,0,0,-1
20241110241756,69,4,34,10,0,8,-1,0,0,0,0
20241110241756,69,4,41,3,0,9,-1,0,0,0,0
20241110241776,75,4,20,4,1,2,2,0,0,0,0
20241110241804,85,4,20,3,1,2,2,0,0,0,0
20241110241807,58,1,42,-1,0,4,-1,0,0,0,-1
20241110241823,85,3,43,-1,0,2,-1,0,0,0,-1
20241110241823,85,3,43,-1,0,3,-1,0,0,0,-1
20241110241869,68,4,44,13,0,3,-1,0,0,0,0
20241110241869,59,4,44,13,0,4,-1,0,0,0,0
20241110241887,85,4,33,2,0,3,-1,60,0,0,0
20241110241890,80,4,33,10,0,6,-1,0,0,0,0
20241110241918,85,4,47,2,0,4,-1,60,0,0,0
20241110242046,59,2,34,-1,0,3,-1,0,0,0,-1
20241110242057,80,3,56,-1,0,3,-1,0,0,0,-1
20241110242057,60,3,56,-1,0,4,-1,0,0,0,-1
20241110242057,65,3,56,-1,0,5,-1,0,0,0,-1
20241110242057,70,3,56,-1,0,6,-1,0,0,0,-1
20241110242057,85,3,56,-1,0,7,-1,60,0,0,-1
20241110242058,85,1,33,-1,0,2,-1,60,0,0,-1
20241110242187,85,4,33,10,0,4,-1,60,0,0,0
20241110242205,70,1,44,-1,0,3,-1,0,0,0,-1
20241110242250,73,4,43,3,0,3,-1,0,0,0,0
20241110242261,73,4,34,3,0,3,-1,0,0,0,0
20241110242306,85,2,33,-1,0,3,-1,60,0,0,-1
20241110242318,76,1,33,-1,0,4,-1,0,0,0,-1
20241110242370,64,4,33,2,0,5,-1,0,0,0,0
20241111240234,69,4,47,7,0,6,-1,0,0,0,0
20241111240288,64,4,34,6,0,2,-1,0,0,0,0
20241111240288,85,4,48,5,0,3,-1,60,0,0,0
20241111240289,80,4,43,2,0,5,-1,60,0,0,0
20241111241071,80,4,49,2,0,3,-1,60,0,0,42
20241111241071,80,4,44,4,0,4,-1,60,0,0,42
20241111241492,85,4,33,12,0,3,-1,60,0,0,0
20241111241780,76,4,43,2,0,2,-1,0,0,0,0
20241111241780,80,1,44,-1,0,3,-1,60,0,0,-1
20241111241940,68,4,37,5,0,4,-1,0,0,0,0
20241111242012,85,4,20,2,1,2,2,0,0,0,0
20241111242261,70,2,43,-1,0,3,-1,0,0,0,-1
20241111242310,80,4,33,5,0,2,-1,60,0,0,0
20241111242333,74,2,33,-1,0,6,-1,0,0,0,-1
20241209240907,79,4,44,3,0,5,-1,42,0,0,0
20241210240580,74,4,33,4,0,3,-1,0,0,0,0
20241210240606,79,4,47,24,0,3,-1,0,0,0,0
20241210240849,63,4,43,3,0,2,-1,0,0,0,0
20241210240849,85,4,33,5,0,3,-1,60,0,0,0
20241210240871,85,4,34,3,0,3,-1,60,0,0,0
20241210240998,71,4,33,14,0,3,-1,0,0,0,0
20241210240998,73,4,34,14,0,4,-1,0,0,0,0
20241210241104,85,4,40,2,0,3,-1,60,0,0,0
20241210241353,85,4,33,10,0,7,-1,60,0,0,0
20241210241353,85,4,34,10,0,8,-1,60,0,0,0
20241210241448,79,4,33,2,0,3,-1,0,0,0,0
20241210241476,54,1,44,-1,0,7,-1,0,0,0,-1
20241210241599,85,4,44,15,0,3,-1,60,0,0,0
20241210241599,80,4,44,10,0,4,-1,60,0,0,0
20241210241631,72,4,33,2,0,3,-1,0,0,0,0
20241210241703,85,4,35,5,0,2,-1,60,0,0,0
20241210241824,70,4,26,18,1,7,7,0,0,0,0
20241210241824,67,4,26,18,1,8,8,0,0,0,0
20241210242005,85,4,47,1,0,3,-1,60,0,0,0
20241210242009,78,2,34,-1,0,2,-1,0,0,0,-1
20241210242149,80,1,43,-1,0,3,-1,0,0,0,-1
20241210242149,80,1,56,-1,0,4,-1,60,0,0,-1
20241210242269,60,4,43,25,0,6,-1,0,0,0,0
20241210242269,75,4,44,25,0,7,-1,0,0,0,0
20241211240299,65,1,47,-1,0,4,-1,0,0,0,-1
20241211240299,65,1,48,-1,0,5,-1,0,0,0,-1
20241211240515,62,4,38,4,0,4,-1,0,0,0,0
20241211240517,85,4,43,22,0,3,-1,60,0,0,0
20241211240517,85,4,43,10,0,4,-1,60,0,0,0
20241211240529,80,4,34,2,0,5,-1,60,0,0,0
20241211240565,80,4,20,2,1,2,2,0,0,0,0
20241211240582,80,1,33,-1,0,2,-1,0,0,0,-1
20241211240582,80,1,34,-1,0,3,-1,60,0,0,-1
20241211240641,85,4,33,5,0,3,-1,60,0,0,0
20241211240641,85,2,43,-1,0,4,-1,60,0,0,-1
20241211240643,72,4,39,10,0,5,-1,0,0,0,0
20241211240643,70,4,40,10,0,6,-1,0,0,0,0
20241211240737,80,4,24,4,1,2,2,0,0,0,0
20241211240744,78,3,39,-1,0,3,-1,0,0,0,-1
20241211240758,85,4,34,7,0,3,-1,60,0,0,0
20241211240776,66,4,20,8,1,2,2,0,0,0,0
20241211240799,85,4,43,1,0,3,-1,0,0,0,0
20241211240839,68,4,38,1,0,2,-1,0,0,0,0
20241211240845,73,4,35,3,0,2,-1,0,0,0,0
20241211240856,85,4,24,4,1,2,2,0,0,0,0
20241211240887,71,4,33,5,0,5,-1,0,0,0,0
20241211240887,74,4,34,5,0,6,-1,0,0,0,0
20241211240927,80,2,43,-1,0,2,-1,0,0,0,-1
20241211240936,80,4,43,6,0,3,-1,60,0,0,0
20241211240964,76,4,43,3,0,4,-1,0,0,0,0
20241211240964,80,4,33,5,0,5,-1,60,0,0,0
20241211240976,71,4,20,20,1,2,2,0,0,0,0
20241211240987,80,4,30,4,1,2,2,0,0,0,0
20241211241101,80,3,44,-1,0,3,-1,60,0,0,-1
20241211241101,85,4,44,3,0,4,-1,60,0,0,0
20241211241129,85,4,33,10,0,2,-1,60,0,0,0
20241211241129,85,4,34,10,0,3,-1,60,0,0,0
20241211241133,85,4,33,6,0,3,-1,60,0,0,0
20241211241193,70,4,33,2,0,6,-1,0,0,0,0
20241211241193,78,4,34,5,0,7,-1,0,0,0,0
20241211241197,80,3,44,-1,0,2,-1,60,0,0,-1
20241211241237,85,4,24,20,1,3,3,0,0,0,0
20241211241242,85,4,33,5,0,4,-1,60,0,0,0
20241211241273,62,4,56,4,0,2,-1,0,0,0,0
20241211241273,78,4,49,14,0,3,-1,0,0,0,0
20241211241336,85,4,24,2,1,2,2,60,0,0,42
20241211241344,80,4,33,4,0,3,-1,60,0,0,0
20241211241352,75,1,33,-1,0,6,-1,0,0,0,-1
20241211241369,85,4,20,10,1,2,2,0,0,0,0
20241211241464,85,3,47,-1,0,2,-1,60,0,0,-1
20241211241501,78,1,33,-1,0,5,-1,0,0,0,-1
20241211241580,79,2,34,-1,0,3,-1,0,0,0,-1
20241211241663,68,4,56,2,0,6,-1,0,0,0,0
20241211241689,68,1,33,-1,0,6,-1,0,0,0,-1
20241211241736,85,4,33,5,0,3,-1,60,0,0,0
20241211241736,85,4,34,5,0,4,-1,60,0,0,0
20241211241776,48,1,43,-1,0,5,-1,0,0,0,-1
20241211241776,78,1,43,-1,0,6,-1,0,0,0,-1
20241211241776,80,1,43,-1,0,7,-1,0,0,0,-1
20241211241784,62,4,37,15,0,3,-1,0,0,0,0
20241211241784,80,3,44,-1,0,4,-1,60,0,0,-1
20241211241845,73,4,44,7,0,7,-1,0,0,0,0
20241211241848,72,1,20,-1,1,2,2,0,0,0,-1
20241211241851,58,1,56,-1,0,2,-1,0,0,0,-1
20241211241879,85,4,20,6,1,2,2,0,0,0,0
20241211241888,71,4,24,10,1,2,2,0,0,0,0
20241211241888,78,4,24,10,1,3,3,0,0,0,0
20241211241891,85,3,33,-1,0,2,-1,60,0,0,-1
20241211241891,80,3,49,-1,0,3,-1,0,0,0,-1
20241211241896,77,1,43,-1,0,3,-1,0,0,0,-1
20241211241952,65,4,39,2,0,5,-1,42,0,0,0
20241211241952,80,4,40,2,0,6,-1,61,0,0,0
20241211241952,76,1,44,-1,0,7,-1,42,0,0,-1
20241211241952,68,4,44,2,0,8,-1,42,0,0,0
20241211241952,85,4,44,2,0,9,-1,61,0,0,0
20241211241978,85,3,34,-1,0,2,-1,60,0,0,-1
20241211241986,72,4,20,10,1,2,2,0,0,0,0
20241211242032,80,4,41,3,0,3,-1,60,0,0,0
20241211242050,85,4,33,3,0,3,-1,60,0,0,0
20241211242076,80,2,34,-1,0,2,-1,60,0,0,-1
20241211242076,78,2,33,-1,0,3,-1,0,0,0,-1
20241211242091,85,1,33,-1,0,3,-1,60,0,0,-1
20241211242103,85,2,40,-1,0,3,-1,60,0,0,-1
20241211242103,85,4,39,2,0,4,-1,60,0,0,0
20241211242134,85,4,39,4,0,3,-1,60,0,0,0
20241211242139,79,4,43,2,0,2,-1,0,0,0,0
20241211242178,80,4,33,2,0,3,-1,60,0,0,0
20241211242178,78,4,42,3,0,4,-1,0,0,0,0
20241211242178,79,4,41,2,0,5,-1,0,0,0,0
20241211242208,73,4,20,5,1,2,2,0,0,0,0
20241211242227,85,4,34,2,0,4,-1,0,0,0,0
20241211242271,85,4,33,3,0,2,-1,60,0,0,0
20241211242271,85,2,41,-1,0,3,-1,60,0,0,-1
20241211242277,73,4,20,11,1,2,2,0,0,0,0
20241211242280,75,4,43,2,0,2,-1,0,0,0,0
20241211242280,75,4,43,2,0,3,-1,0,0,0,0
20241211242290,76,4,20,3,1,2,2,0,0,0,0
20241211242342,67,2,49,-1,0,3,-1,0,0,0,-1
20241211242342,70,1,49,-1,0,4,-1,0,0,0,-1
20241212240557,85,4,33,5,0,3,-1,60,0,0,0
20241212240857,85,4,43,3,0,3,-1,60,0,0,0
20241212241039,79,4,34,20,0,2,-1,0,0,0,0
20241212241426,74,4,34,2,0,2,-1,0,0,0,0
20241212241772,85,2,47,-1,0,4,-1,60,0,0,-1
20241212241999,78,1,44,-1,0,2,-1,0,0,0,-1
20241212242066,85,4,49,3,0,4,-1,60,0,0,0
