age_group,room,activity_code,subcategory,avg_minutes_per_day,avg_hours_per_day,weighted_respondents,unweighted_respondents
25-34,Caregiving,030401,Physical care for hh adults,0.12224982310331481,0.0020374970517219133,16260255041.726114,1014
25-34,Caregiving,030402,Looking after hh adult (as a primary activity),0.005910499132323437,9.850831887205728e-05,16260255041.726114,1014
25-34,Caregiving,030403,Providing medical care to hh adult,0.17234400771459543,0.0028724001285765906,16260255041.726114,1014
25-34,Caregiving,030499,"Caring for household adults, n.e.c.*",0.23137581853696798,0.0038562636422828,16260255041.726114,1014
25-34,Caregiving,030501,Helping hh adults,0.13672697948793328,0.0022787829914655547,16260255041.726114,1014
25-34,Caregiving,030502,Organization & planning for hh adults,0.21282871551253865,0.003547145258542311,16260255041.726114,1014
25-34,Caregiving,030503,Picking up/dropping off hh adult,0.1014048792875681,0.0016900813214594684,16260255041.726114,1014
25-34,Caregiving,030504,Waiting associated with helping hh adults,0.2195215380321016,0.0036586923005350264,16260255041.726114,1014
25-34,Caregiving,039999,"Caring for & helping hh members, n.e.c.*",0.15312091324282484,0.0025520152207137476,16260255041.726114,1014
25-34,Caregiving,040101,Physical care for nonhh children,0.9480336189614893,0.015800560316024823,16260255041.726114,1014
25-34,Caregiving,040102,Reading to/with nonhh children,0.004058642265632281,6.764403776053801e-05,16260255041.726114,1014
25-34,Caregiving,040103,"Playing with nonhh children, not sports",0.32734903673340965,0.005455817278890161,16260255041.726114,1014
25-34,Caregiving,040106,Talking with/listening to nonhh children,0.13842015700889096,0.0023070026168148495,16260255041.726114,1014
25-34,Caregiving,040108,Organization & planning for nonhh children,0.017968963764124542,0.0002994827294020757,16260255041.726114,1014
25-34,Caregiving,040109,Looking after nonhh children (as primary activity),0.07711420304701334,0.0012852367174502224,16260255041.726114,1014
25-34,Caregiving,040110,Attending nonhh children's events,0.07218555190494845,0.0012030925317491408,16260255041.726114,1014
25-34,Caregiving,040111,Waiting for/with nonhh children,0.02381893946914044,0.000396982324485674,16260255041.726114,1014
25-34,Caregiving,040112,Dropping off/picking up nonhh children,0.04556414130806119,0.0007594023551343532,16260255041.726114,1014
25-34,Caregiving,040401,Physical care for nonhh adults,0.077603002360993,0.0012933833726832167,16260255041.726114,1014
25-34,Caregiving,040404,Obtaining medical and care services for nonhh adult,0.08283787596657109,0.001380631266109518,16260255041.726114,1014
25-34,Caregiving,040501,"Housework, cooking, & shopping assistance for nonhh adults",0.16520538351786307,0.002753423058631051,16260255041.726114,1014
25-34,Caregiving,040502,House & lawn maintenance & repair assistance for nonhh adults,0.6082166465558407,0.010136944109264013,16260255041.726114,1014
25-34,Caregiving,040503,Animal & pet care assistance for nonhh adults,0.08730565151675755,0.0014550941919459592,16260255041.726114,1014
25-34,Caregiving,040504,Vehicle & appliance maintenance/repair assistance for nonhh adults,0.38152257914908133,0.006358709652484689,16260255041.726114,1014
25-34,Caregiving,040506,Household management & paperwork assistance for nonhh adults,0.13930286893205662,0.0023217144822009436,16260255041.726114,1014
25-34,Caregiving,040507,Picking up/dropping off nonhh adult,0.1704330664185872,0.002840551106976453,16260255041.726114,1014
25-34,Caregiving,040508,Waiting associated with helping nonhh adults,0.03511353911447228,0.0005852256519078713,16260255041.726114,1014
25-34,Caregiving,040599,"Helping nonhh adults, n.e.c.*",0.15350184730796437,0.002558364121799406,16260255041.726114,1014
25-34,Caregiving,080101,Using paid childcare services,0.0031165343318951106,5.194223886491851e-05,16260255041.726114,1014
25-34,Caregiving,080201,Banking,0.04151821951919734,0.0006919703253199556,16260255041.726114,1014
25-34,Caregiving,080202,Using other financial services,1.3313143644025425,0.022188572740042375,16260255041.726114,1014
25-34,Caregiving,080301,Using legal services,0.005377147216283665,8.961912027139442e-05,16260255041.726114,1014
25-34,Caregiving,080401,Using health and care services outside the home,2.512885408802077,0.04188142348003462,16260255041.726114,1014
25-34,Caregiving,080403,Waiting associated with medical services,0.2587277962615429,0.004312129937692382,16260255041.726114,1014
25-34,Caregiving,080501,Using personal care services,0.8147489245357379,0.013579148742262298,16260255041.726114,1014
25-34,Caregiving,080502,Waiting associated w/personal care services,0.03488459176540629,0.0005814098627567716,16260255041.726114,1014
25-34,Caregiving,080601,Activities rel. to purchasing/selling real estate,0.11926613569404033,0.0019877689282340057,16260255041.726114,1014
25-34,Caregiving,080701,Using veterinary services,0.2636490768233489,0.004394151280389149,16260255041.726114,1014
25-34,Travel,180101,Travel related to personal care,0.5131609425013484,0.008552682375022472,16260255041.726114,1014
25-34,Travel,180201,Travel related to housework,0.21382024112111114,0.003563670685351852,16260255041.726114,1014
25-34,Travel,180202,"Travel related to food & drink prep., clean-up, & presentation",0.14502643536487317,0.0024171072560812195,16260255041.726114,1014
25-34,Travel,180203,"Travel related to interior maintenance, repair, & decoration",0.17839602449830627,0.0029732670749717713,16260255041.726114,1014
25-34,Travel,180206,Travel related to care for animals and pets (not vet care),0.4531551261460623,0.007552585435767705,16260255041.726114,1014
25-34,Travel,180207,Travel related to vehicle care & maintenance (by self),0.07604367634330864,0.0012673946057218106,16260255041.726114,1014
25-34,Travel,180208,"Travel related to appliance, tool, and toy set-up, repair, & maintenance (by self)",0.012887801458858556,0.00021479669098097592,16260255041.726114,1014
25-34,Travel,180209,Travel related to household management,1.1045831058454845,0.018409718430758074,16260255041.726114,1014
25-34,Travel,180301,Travel related to caring for & helping hh children,5.251597213395257,0.08752662022325429,16260255041.726114,1014
25-34,Travel,180302,Travel related to hh children's education,0.01148301134183803,0.00019138352236396715,16260255041.726114,1014
25-34,Travel,180303,Travel related to hh children's health,0.2465093859542045,0.004108489765903408,16260255041.726114,1014
25-34,Travel,180305,Travel related to helping hh adults,0.6467937833675458,0.010779896389459096,16260255041.726114,1014
25-34,Travel,180401,Travel related to caring for and helping nonhh children,0.17996022675024023,0.002999337112504004,16260255041.726114,1014
25-34,Travel,180404,Travel related to caring for nonhh adults,0.030792357151853064,0.0005132059525308844,16260255041.726114,1014
25-34,Travel,180405,Travel related to helping nonhh adults,1.7256234897070029,0.028760391495116715,16260255041.726114,1014
25-34,Travel,180501,Travel related to working,21.031706356437024,0.3505284392739504,16260255041.726114,1014
25-34,Travel,180502,Travel related to work-related activities,0.050229581510821616,0.0008371596918470269,16260255041.726114,1014
25-34,Travel,180503,Travel related to income-generating activities,0.11322280313355772,0.0018870467188926287,16260255041.726114,1014
25-34,Travel,180504,Travel related to job search & interviewing,0.2149380928288467,0.0035823015471474454,16260255041.726114,1014
25-34,Travel,180601,Travel related to taking class,0.5606250227186066,0.009343750378643443,16260255041.726114,1014
25-34,Travel,180603,Travel related to research/homework,0.12642670161553426,0.002107111693592238,16260255041.726114,1014
25-34,Travel,180604,Travel related to registration/administrative activities,0.02707492409748129,0.0004512487349580215,16260255041.726114,1014
25-34,Travel,180701,Travel related to grocery shopping,3.0294428171912355,0.050490713619853925,16260255041.726114,1014
25-34,Travel,180702,Travel related to purchasing gas,0.9108465462446159,0.015180775770743598,16260255041.726114,1014
25-34,Travel,180703,Travel related to purchasing food (not groceries),3.3292936331030143,0.05548822721838357,16260255041.726114,1014
25-34,Travel,180704,"Travel related to shopping, ex groceries, food, and gas",3.1639556275405765,0.05273259379234294,16260255041.726114,1014
25-34,Travel,180802,Travel related to using financial services and banking,0.2938188005212624,0.004896980008687707,16260255041.726114,1014
25-34,Travel,180803,Travel related to using legal services,0.006094100178454819,0.00010156833630758032,16260255041.726114,1014
25-34,Travel,180804,Travel related to using medical services,0.9182861606351802,0.01530476934391967,16260255041.726114,1014
25-34,Travel,180805,Travel related to using personal care services,0.20819779723667678,0.003469963287277946,16260255041.726114,1014
25-34,Travel,180806,Travel related to using real estate services,0.006559115663121741,0.00010931859438536234,16260255041.726114,1014
25-34,Travel,180807,Travel related to using veterinary services,0.18012678713551594,0.0030021131189252657,16260255041.726114,1014
25-34,Travel,180899,"Travel rel. to using prof. & personal care services, n.e.c.*",0.05673621148817398,0.0009456035248028998,16260255041.726114,1014
25-34,Travel,180901,Travel related to using household services,0.033944013027737155,0.0005657335504622859,16260255041.726114,1014
25-34,Travel,180903,Travel related to using pet services (not vet),0.057678687793227254,0.0009613114632204542,16260255041.726114,1014
25-34,Travel,180905,Travel related to using vehicle maintenance & repair services,0.19697938847063126,0.0032829898078438544,16260255041.726114,1014
25-34,Travel,181001,Travel related to using government services,0.04848391760810975,0.0008080652934684959,16260255041.726114,1014
25-34,Travel,181002,Travel related to civic obligations & participation,0.05248091947426625,0.0008746819912377709,16260255041.726114,1014
25-34,Travel,181101,Travel related to eating and drinking,6.492205415967773,0.10820342359946289,16260255041.726114,1014
25-34,Travel,181201,Travel related to socializing and communicating,3.299596938852362,0.054993282314206034,16260255041.726114,1014
25-34,Travel,181202,Travel related to attending or hosting social events,0.34617533631128516,0.005769588938521419,16260255041.726114,1014
25-34,Travel,181203,Travel related to relaxing and leisure,2.0145962674621396,0.03357660445770232,16260255041.726114,1014
25-34,Travel,181204,Travel related to arts and entertainment,0.46392313445519345,0.0077320522409198905,16260255041.726114,1014
25-34,Travel,181205,Travel as a form of entertainment,0.4485043136000633,0.007475071893334389,16260255041.726114,1014
25-34,Travel,181301,Travel related to participating in sports/exercise/recreation,2.7294510287062153,0.04549085047843692,16260255041.726114,1014
25-34,Travel,181302,Travel related to attending sporting/recreational events,0.1876833527533672,0.003128055879222787,16260255041.726114,1014
25-34,Travel,181401,Travel related to religious/spiritual practices,0.688780795887046,0.011479679931450767,16260255041.726114,1014
25-34,Travel,181501,Travel related to volunteering,0.7820437982490901,0.013034063304151501,16260255041.726114,1014
25-34,Travel,181599,"Travel related to volunteer activities, n.e.c.*",0.030456170184576588,0.0005076028364096098,16260255041.726114,1014
25-34,Travel,181601,Travel related to phone calls,0.23135932047398708,0.003855988674566451,16260255041.726114,1014
25-34,Travel,181801,Security procedures related to traveling,0.6042927628455341,0.01007154604742557,16260255041.726114,1014
25-34,Travel,189999,"Traveling, n.e.c.*",5.3020254642471,0.088367091070785,16260255041.726114,1014
35-44,Sleep,010101,Sleeping,518.2587910728079,8.637646517880132,16170111588.666594,1220
35-44,Sleep,010102,Sleeplessness,3.3687958903690656,0.05614659817281776,16170111588.666594,1220
35-44,Sleep,010201,"Washing, dressing and grooming oneself",38.92978665496315,0.6488297775827192,16170111588.666594,1220
35-44,Sleep,010299,"Grooming, n.e.c.*",0.008859502462796135,0.00014765837437993558,16170111588.666594,1220
35-44,Sleep,010301,Health-related self care,1.215475174099693,0.020257919568328217,16170111588.666594,1220
35-44,Sleep,010399,"Self care, n.e.c.*",0.025411967076821175,0.00042353278461368626,16170111588.666594,1220
35-44,Sleep,010401,Personal/Private activities,0.18851029005531203,0.003141838167588534,16170111588.666594,1220
35-44,Work,050101,"Work, main job",271.2506277801092,4.5208437963351535,16170111588.666594,1220
35-44,Work,050102,"Work, other job(s)",8.690550388583029,0.1448425064763838,16170111588.666594,1220
35-44,Work,050104,Waiting associated with working,0.17896789065322474,0.0029827981775537456,16170111588.666594,1220
35-44,Work,050201,"Socializing, relaxing, and leisure as part of job",0.11838824694795781,0.00197313744913263,16170111588.666594,1220
35-44,Work,050302,Income-generating performances,0.009856457616965195,0.00016427429361608658,16170111588.666594,1220
35-44,Work,050399,"Other income-generating activities, n.e.c.*",0.44449756843089766,0.0074082928071816274,16170111588.666594,1220
35-44,Work,050401,Job search activities,1.7888104001501093,0.029813506669168488,16170111588.666594,1220
35-44,Work,050403,Job interviewing,0.27632472450768986,0.004605412075128165,16170111588.666594,1220
35-44,Education,060101,"Taking class for degree, certification, or licensure",2.700644040476147,0.04501073400793578,16170111588.666594,1220
35-44,Education,060102,Taking class for personal interest,0.3402272276345701,0.005670453793909501,16170111588.666594,1220
35-44,Education,060103,Waiting associated with taking classes,0.008454151640083259,0.000140902527334721,16170111588.666594,1220
35-44,Education,060301,"Research/homework for class for degree, certification, or licensure",5.03850364172311,0.08397506069538516,16170111588.666594,1220
35-44,Education,060302,Research/homework for class for pers. interest,0.29065422261336643,0.004844237043556107,16170111588.666594,1220
35-44,Education,060399,Research/homework n.e.c.*,0.006903095225546593,0.00011505158709244322,16170111588.666594,1220
35-44,Household Activities,020101,Interior cleaning,25.294076500543774,0.4215679416757296,16170111588.666594,1220
35-44,Household Activities,020102,Laundry,8.499409719540417,0.14165682865900694,16170111588.666594,1220
35-44,Household Activities,020103,"Sewing, repairing, & maintaining textiles",0.6255279321380102,0.010425465535633503,16170111588.666594,1220
35-44,Household Activities,020104,"Storing interior hh items, inc. food",1.4975020956747433,0.02495836826124572,16170111588.666594,1220
35-44,Household Activities,020201,Food and drink preparation,36.49467680667535,0.6082446134445891,16170111588.666594,1220
35-44,Household Activities,020202,Food presentation,0.2661739422763469,0.004436232371272448,16170111588.666594,1220
35-44,Household Activities,020203,Kitchen and food clean-up,8.685026817511186,0.14475044695851977,16170111588.666594,1220
35-44,Household Activities,020301,"Interior arrangement, decoration, & repairs",3.748936579412983,0.06248227632354972,16170111588.666594,1220
35-44,Household Activities,020302,Building and repairing furniture,0.4887461092510137,0.008145768487516894,16170111588.666594,1220
35-44,Household Activities,020303,Heating and cooling,1.0656662829116084,0.017761104715193474,16170111588.666594,1220
35-44,Household Activities,020401,Exterior cleaning,0.8309639054328966,0.01384939842388161,16170111588.666594,1220
35-44,Household Activities,020402,"Exterior repair, improvements, & decoration",0.5690286664060344,0.00948381110676724,16170111588.666594,1220
35-44,Household Activities,020501,"Lawn, garden, and houseplant care",8.473901247105593,0.14123168745175987,16170111588.666594,1220
35-44,Household Activities,020502,"Ponds, pools, and hot tubs",0.057886508349245185,0.0009647751391540864,16170111588.666594,1220
35-44,Household Activities,020601,Care for animals and pets (not veterinary care),3.1896361296512876,0.053160602160854796,16170111588.666594,1220
35-44,Household Activities,020602,Walking / exercising / playing with animals,4.02708184825767,0.0671180308042945,16170111588.666594,1220
35-44,Household Activities,020699,"Pet and animal care, n.e.c.*",0.0365779130818474,0.0006096318846974567,16170111588.666594,1220
35-44,Household Activities,020701,Vehicle repair and maintenance (by self),1.6813398094754197,0.028022330157923662,16170111588.666594,1220
35-44,Household Activities,020801,"Appliance, tool, and toy set-up, repair, & maintenance (by self)",0.19418372160152716,0.0032363953600254526,16170111588.666594,1220
35-44,Household Activities,020899,"Appliances and tools, n.e.c.*",0.04105299675857557,0.0006842166126429262,16170111588.666594,1220
35-44,Household Activities,020901,Financial management,1.0383909640100253,0.017306516066833755,16170111588.666594,1220
35-44,Household Activities,020902,Household & personal organization and planning,6.71120376274743,0.1118533960457905,16170111588.666594,1220
35-44,Household Activities,020903,HH & personal mail & messages (except e-mail),0.3290969178779279,0.005484948631298798,16170111588.666594,1220
35-44,Household Activities,020904,HH & personal e-mail and messages,0.8856611363031989,0.014761018938386649,16170111588.666594,1220
35-44,Household Activities,020905,Home security,0.022289682298466822,0.00037149470497444703,16170111588.666594,1220
35-44,Household Activities,070101,Grocery shopping,7.647571228366613,0.1274595204727769,16170111588.666594,1220
35-44,Household Activities,070102,Purchasing gas,0.38819755801522027,0.006469959300253671,16170111588.666594,1220
35-44,Household Activities,070103,Purchasing food (not groceries),1.603643162693127,0.02672738604488545,16170111588.666594,1220
35-44,Household Activities,070104,"Shopping, except groceries, food and gas",9.464628667045709,0.15774381111742847,16170111588.666594,1220
35-44,Household Activities,070105,Waiting associated with shopping,0.08100722238829122,0.001350120373138187,16170111588.666594,1220
35-44,Leisure,090201,Using home maint/repair/décor/construction svcs,0.04182002390916729,0.0006970003984861215,16170111588.666594,1220
35-44,Leisure,090301,Using pet services,0.04902588256551199,0.0008170980427585332,16170111588.666594,1220
35-44,Leisure,090401,Using lawn and garden services,0.08307123327516676,0.0013845205545861127,16170111588.666594,1220
35-44,Leisure,090501,Using vehicle maintenance or repair services,0.1601502815245948,0.0026691713587432466,16170111588.666594,1220
35-44,Leisure,090502,Waiting associated with vehicle main. or repair svcs,0.27493512346773485,0.004582252057795581,16170111588.666594,1220
35-44,Leisure,100103,"Obtaining licenses & paying fines, fees, taxes",0.016046447263915044,0.00026744078773191743,16170111588.666594,1220
35-44,Leisure,100199,"Using government services, n.e.c.*",0.11310791559582138,0.001885131926597023,16170111588.666594,1220
35-44,Leisure,100201,Civic obligations & participation,0.7586115365841319,0.012643525609735532,16170111588.666594,1220
35-44,Leisure,100299,"Civic obligations & participation, n.e.c.*",0.029449576566786897,0.000490826276113115,16170111588.666594,1220
35-44,Leisure,100304,Waiting associated with using government services,0.004951962721790528,8.253271202984214e-05,16170111588.666594,1220
35-44,Leisure,100305,Waiting associated with civic obligations & participation,0.08694897456513113,0.001449149576085519,16170111588.666594,1220
35-44,Leisure,110101,Eating and drinking,66.14292743350865,1.1023821238918108,16170111588.666594,1220
35-44,Leisure,110201,Waiting associated w/eating & drinking,0.317502117620592,0.0052917019603432,16170111588.666594,1220
35-44,Leisure,120101,Socializing and communicating with others,28.73407290585882,0.478901215097647,16170111588.666594,1220
35-44,Leisure,120201,Attending or hosting parties/receptions/ceremonies,4.942039322156236,0.08236732203593727,16170111588.666594,1220
35-44,Leisure,120202,Attending meetings for personal interest (not volunteering),0.13281409993132087,0.002213568332188681,16170111588.666594,1220
35-44,Leisure,120299,"Attending/hosting social events, n.e.c.*",0.42284087760152916,0.007047347960025486,16170111588.666594,1220
35-44,Leisure,120301,"Relaxing, thinking",17.51024307829717,0.2918373846382861,16170111588.666594,1220
35-44,Leisure,120302,Tobacco and drug use,0.22505444545789058,0.0037509074242981764,16170111588.666594,1220
35-44,Leisure,120303,Television and movies (not religious),113.37854994007911,1.8896424990013185,16170111588.666594,1220
35-44,Leisure,120305,Listening to the radio,0.7780113311129884,0.012966855518549807,16170111588.666594,1220
35-44,Leisure,120306,Listening to/playing music (not radio),0.711338889067134,0.0118556481511189,16170111588.666594,1220
35-44,Leisure,120307,Playing games,12.967834626396751,0.21613057710661251,16170111588.666594,1220
35-44,Leisure,120308,Computer use for leisure (exc. Games),10.432893381681392,0.17388155636135655,16170111588.666594,1220
35-44,Leisure,120309,Arts and crafts as a hobby,0.4587234998204867,0.007645391663674779,16170111588.666594,1220
35-44,Leisure,120310,Collecting as a hobby,0.028908365335148352,0.0004818060889191392,16170111588.666594,1220
35-44,Leisure,120312,Reading for personal interest,9.257481418427663,0.15429135697379437,16170111588.666594,1220
35-44,Leisure,120313,Writing for personal interest,0.09477723009401673,0.0015796205015669454,16170111588.666594,1220
35-44,Leisure,120399,"Relaxing and leisure, n.e.c.*",0.24896539106011562,0.00414942318433526,16170111588.666594,1220
35-44,Leisure,120401,Attending performing arts,0.6762982469753497,0.011271637449589162,16170111588.666594,1220
35-44,Leisure,120402,Attending museums,0.4414353867607516,0.007357256446012527,16170111588.666594,1220
35-44,Leisure,120403,Attending movies/film,0.9535836239038942,0.015893060398398235,16170111588.666594,1220
35-44,Leisure,120404,Attending gambling establishments,0.11159204314061989,0.0018598673856769982,16170111588.666594,1220
35-44,Leisure,120499,"Arts and entertainment, n.e.c.*",2.007334380010855,0.03345557300018091,16170111588.666594,1220
35-44,Leisure,120501,Waiting assoc. w/socializing & communicating,0.07291344942097572,0.001215224157016262,16170111588.666594,1220
35-44,Leisure,129999,"Socializing, relaxing, and leisure, n.e.c.*",0.007720078337241333,0.00012866797228735556,16170111588.666594,1220
35-44,Leisure,130101,Doing aerobics,0.05999223439151814,0.000999870573191969,16170111588.666594,1220
35-44,Leisure,130102,Playing baseball,0.004598808683855352,7.66468113975892e-05,16170111588.666594,1220
35-44,Leisure,130103,Playing basketball,0.1064205912769064,0.0017736765212817732,16170111588.666594,1220
35-44,Leisure,130104,Biking,0.7880109387856974,0.01313351564642829,16170111588.666594,1220
35-44,Leisure,130106,Boating,0.5094023976983907,0.008490039961639845,16170111588.666594,1220
35-44,Leisure,130107,Bowling,0.15181513465833518,0.0025302522443055864,16170111588.666594,1220
35-44,Leisure,130112,Fishing,0.8925698253934726,0.014876163756557877,16170111588.666594,1220
35-44,Leisure,130113,Playing football,0.09547266528323901,0.0015912110880539835,16170111588.666594,1220
35-44,Leisure,130114,Golfing,0.4211427882823896,0.00701904647137316,16170111588.666594,1220
35-44,Leisure,130116,Hiking,0.37524898506794563,0.006254149751132427,16170111588.666594,1220
35-44,Leisure,130119,Participating in martial arts,0.029096000206648653,0.00048493333677747754,16170111588.666594,1220
35-44,Leisure,130120,Playing racquet sports,0.18461271643126545,0.0030768786071877574,16170111588.666594,1220
35-44,Leisure,130124,Running,0.9878483303003339,0.016464138838338898,16170111588.666594,1220
35-44,Leisure,130125,"Skiing, ice skating, snowboarding",0.13898273054570928,0.002316378842428488,16170111588.666594,1220
35-44,Leisure,130126,Playing soccer,0.26050197139251036,0.004341699523208506,16170111588.666594,1220
35-44,Leisure,130128,Using cardiovascular equipment,0.2542963426799833,0.004238272377999721,16170111588.666594,1220
35-44,Leisure,130131,Walking,2.8828274544178907,0.04804712424029818,16170111588.666594,1220
35-44,Leisure,130132,Participating in water sports,1.3021855028773586,0.021703091714622643,16170111588.666594,1220
35-44,Leisure,130133,Weightlifting/strength training,1.7955334546628754,0.02992555757771459,16170111588.666594,1220
35-44,Leisure,130134,"Working out, unspecified",1.6647523368033432,0.02774587228005572,16170111588.666594,1220
35-44,Leisure,130136,Doing yoga,0.4899345055694007,0.008165575092823346,16170111588.666594,1220
35-44,Leisure,130199,Playing sports n.e.c.*,0.4417854813423946,0.007363091355706577,16170111588.666594,1220
35-44,Leisure,130203,Watching basketball,0.25387782683862603,0.0042312971139771005,16170111588.666594,1220
35-44,Leisure,130213,Watching football,0.3259048491532212,0.0054317474858870205,16170111588.666594,1220
35-44,Leisure,130224,Watching soccer,0.547289554084196,0.009121492568069933,16170111588.666594,1220
35-44,Leisure,130225,Watching softball,0.16127780511714646,0.0026879634186191075,16170111588.666594,1220
35-44,Leisure,130227,Watching volleyball,0.05793662639572068,0.000965610439928678,16170111588.666594,1220
35-44,Leisure,140101,Attending religious services,4.7274038850318,0.07879006475052999,16170111588.666594,1220
35-44,Leisure,140102,Participation in religious practices,1.6614541432777092,0.027690902387961822,16170111588.666594,1220
35-44,Leisure,140103,Waiting associated w/religious & spiritual activities,0.006635630021634748,0.00011059383369391247,16170111588.666594,1220
35-44,Leisure,140105,Religious education activities,0.4595290021211322,0.00765881670201887,16170111588.666594,1220
35-44,Leisure,150101,Computer use,0.31890510309153125,0.005315085051525521,16170111588.666594,1220
35-44,Leisure,150102,Organizing and preparing,0.5998675314025,0.009997792190041667,16170111588.666594,1220
35-44,Leisure,150104,Telephone calls (except hotline counseling),0.06066487818504014,0.0010110813030840024,16170111588.666594,1220
35-44,Leisure,150105,Writing,0.008360311901966145,0.00013933853169943575,16170111588.666594,1220
35-44,Leisure,150106,Fundraising,0.10455726080892003,0.0017426210134820004,16170111588.666594,1220
35-44,Leisure,150199,"Administrative & support activities, n.e.c.*",0.02548999019683194,0.000424833169947199,16170111588.666594,1220
35-44,Leisure,150201,"Food preparation, presentation, clean-up",0.3437114594470258,0.0057285243241170965,16170111588.666594,1220
35-44,Leisure,150202,Collecting & delivering clothing & other goods,0.035369963704108394,0.0005894993950684732,16170111588.666594,1220
35-44,Leisure,150203,Providing care,0.27347739765372986,0.004557956627562165,16170111588.666594,1220
35-44,Leisure,150204,"Teaching, leading, counseling, mentoring",0.5730740834219967,0.009551234723699946,16170111588.666594,1220
35-44,Leisure,150302,"Indoor & outdoor maintenance, repair, & clean-up",0.09821772314273583,0.0016369620523789305,16170111588.666594,1220
35-44,Leisure,150401,Performing,0.0934036179420457,0.0015567269657007616,16170111588.666594,1220
35-44,Leisure,150402,Serving at volunteer events & cultural activities,0.45604138489296436,0.007600689748216072,16170111588.666594,1220
35-44,Leisure,150499,"Participating in performance & cultural activities, n.e.c.*",0.04778792691400967,0.0007964654485668278,16170111588.666594,1220
35-44,Leisure,150501,"Attending meetings, conferences, & training",0.6107274357714872,0.010178790596191454,16170111588.666594,1220
35-44,Leisure,150602,Public safety activities,0.1998690383193247,0.0033311506386554117,16170111588.666594,1220
35-44,Leisure,159999,"Volunteer activities, n.e.c.*",1.0055786857285949,0.01675964476214325,16170111588.666594,1220
35-44,Leisure,160101,Telephone calls to/from family members,2.252052246823797,0.03753420411372995,16170111588.666594,1220
35-44,Leisure,160102,"Telephone calls to/from friends, neighbors, or acquaintances",1.8484780716660407,0.03080796786110068,16170111588.666594,1220
35-44,Leisure,160104,Telephone calls to/from salespeople,0.0011308825629642379,1.884804271607063e-05,16170111588.666594,1220
35-44,Leisure,160105,Telephone calls to/from professional or personal care svcs providers,0.18070761480644104,0.0030117935801073506,16170111588.666594,1220
35-44,Leisure,160106,Telephone calls to/from household services providers,0.01661259321439762,0.00027687655357329366,16170111588.666594,1220
35-44,Leisure,160107,Telephone calls to/from paid child or adult care providers,0.028250513893741745,0.0004708418982290291,16170111588.666594,1220
35-44,Leisure,160108,Telephone calls to/from government officials,0.007427944082685794,0.00012379906804476322,16170111588.666594,1220
35-44,Leisure,160199,"Telephone calls (to or from), n.e.c.*",0.6960046016876574,0.01160007669479429,16170111588.666594,1220
35-44,Leisure,500101,Insufficient detail in verbatim,7.658168343478761,0.12763613905797935,16170111588.666594,1220
35-44,Leisure,500103,Missing travel or destination,0.6434424978081249,0.010724041630135414,16170111588.666594,1220
35-44,Leisure,500105,"Respondent refused to provide information/""none of your business""",0.011747682782664361,0.00019579471304440602,16170111588.666594,1220
35-44,Leisure,500106,Gap/can't remember,1.8867551348610259,0.03144591891435043,16170111588.666594,1220
35-44,Leisure,500107,Unable to code activity at 1st tier,0.0046201018391564775,7.700169731927462e-05,16170111588.666594,1220
35-44,Caregiving,030101,Physical care for hh children,23.106034410824325,0.3851005735137388,16170111588.666594,1220
35-44,Caregiving,030102,Reading to/with hh children,2.0906990625204562,0.034844984375340934,16170111588.666594,1220
35-44,Caregiving,030103,"Playing with hh children, not sports",12.931846332904573,0.21553077221507622,16170111588.666594,1220
35-44,Caregiving,030104,Arts and crafts with hh children,0.18933820805688548,0.003155636800948091,16170111588.666594,1220
35-44,Caregiving,030105,Playing sports with hh children,0.6596941015174639,0.010994901691957732,16170111588.666594,1220
35-44,Caregiving,030106,Talking with/listening to hh children,2.1728386459835103,0.03621397743305851,16170111588.666594,1220
35-44,Caregiving,030108,Organization & planning for hh children,1.1944510814440177,0.019907518024066963,16170111588.666594,1220
35-44,Caregiving,030109,Looking after hh children (as a primary activity),1.7766740835442767,0.029611234725737946,16170111588.666594,1220
35-44,Caregiving,030110,Attending hh children's events,4.4695684025542946,0.07449280670923825,16170111588.666594,1220
35-44,Caregiving,030111,Waiting for/with hh children,1.2870866687228533,0.02145144447871422,16170111588.666594,1220
35-44,Caregiving,030112,Picking up/dropping off hh children,2.3735903232776603,0.03955983872129434,16170111588.666594,1220
35-44,Caregiving,030199,"Caring for & helping hh children, n.e.c.*",0.42690803114785375,0.0071151338524642295,16170111588.666594,1220
35-44,Caregiving,030201,Homework (hh children),2.6699944184895616,0.044499906974826024,16170111588.666594,1220
35-44,Caregiving,030202,Meetings and school conferences (hh children),0.14966480699058238,0.0024944134498430396,16170111588.666594,1220
35-44,Caregiving,030203,Home schooling of hh children,0.9374585930879243,0.015624309884798739,16170111588.666594,1220
35-44,Caregiving,030299,"Activities related to hh child's education, n.e.c.*",0.007278016177006763,0.00012130026961677939,16170111588.666594,1220
35-44,Caregiving,030301,Providing medical care to hh children,0.05513559157654632,0.000918926526275772,16170111588.666594,1220
35-44,Caregiving,030302,Obtaining medical care for hh children,1.2925914654165496,0.021543191090275825,16170111588.666594,1220
35-44,Caregiving,030303,Waiting associated with hh children's health,0.22022350588716888,0.003670391764786148,16170111588.666594,1220
35-44,Caregiving,030399,"Activities related to hh child's health, n.e.c.*",0.1897945660623801,0.003163242767706335,16170111588.666594,1220
